utc,true_lat,true_lon,num_sights,sights
2038-08-01T18:52:49Z,1.35,103.82,6,Schedar:28.5921:19.9856|Acamar:16.1515:132.711|Rasalhague:16.5709:282.682|Kaus Aus.:22.8958:231.4772|Altair:50.1245:282.4247|Achernar:20.4401:154.7488
2048-08-16T12:16:22Z,64.15,-21.95,6,Hamal:18.9834:285.3391|Capella:58.4032:258.2004|Alphecca:16.9592:63.7299|Denebola:29.5291:121.2019|Schedar:40.1778:320.2637|Polaris:64.3239:358.7891
2049-01-01T18:26:39Z,1.35,103.82,6,Denebola:33.6062:73.6879|Elnath:43.1422:309.4232|Capella:32.0608:326.6023|Jupiter:46.5021:302.7486|Betelgeuse:56.7054:281.4861|Dubhe:21.2208:20.987
2034-10-08T01:25:59Z,-33.87,151.21,6,Gacrux:66.5513:181.6218|Shaula:30.8662:116.4656|Atria:40.714:155.0461|Alphecca:16.2191:40.8015|Mars:52.9933:341.8746|Sabik:26.2726:91.92
2006-10-01T22:11:57Z,43.77,11.25,6,Markab:60.5769:196.7952|Polaris:44.2647:0.7035|Dubhe:15.7189:4.2749|Capella:33.0385:55.5726|Alpheratz:74.1975:155.4209|Enif:48.0343:224.8562
2037-12-16T02:44:46Z,35.0,-40.0,6,Dubhe:34.7895:34.8758|Adhara:23.5752:162.1403|Sirius:36.1964:161.6049|Rigel:46.3064:190.3293|Hamal:42.19:271.4905|Procyon:49.8646:131.4012
2036-09-12T14:14:34Z,35.0,-40.0,6,Mars:57.1005:163.0735|Pollux:48.0903:274.359|Denebola:66.7478:149.5569|Gienah:34.3748:158.391|Spica:32.49:136.9439|Jupiter:19.3784:284.6843
2038-11-14T12:33:08Z,-33.87,151.21,6,Markab:23.7345:310.1544|Alnilam:32.0082:67.0257|Aldebaran:28.8151:40.3985|Atria:17.0712:193.8762|Peacock:29.7932:219.2439|Achernar:66.1283:191.3392
2045-11-20T22:48:30Z,1.35,103.82,6,Acrux:18.5058:161.9234|Sirius:42.5262:245.579|Menkent:18.1662:129.4421|Suhail:44.3371:188.9798|Gienah:47.7618:118.7324|Denebola:56.2303:65.8159
2013-03-03T03:47:47Z,0.0,0.0,6,Antares:51.1716:135.2861|Rigil Kent:29.0927:178.8293|Nunki:21.4039:118.3931|Moon:69.7511:152.8282|Gienah:52.2812:240.3482|Arcturus:70.4978:348.7101
2031-02-01T23:55:06Z,43.77,11.25,6,Sirius:19.0961:221.0316|Eltanin:15.5868:30.9456|Betelgeuse:31.4778:247.8413|Denebola:47.7601:122.883|Capella:46.9876:295.7292|Regulus:56.7817:161.0062
