utc,location,obs_lat,obs_lon,body,alt_deg,az_deg,sha_deg,dec_deg
2002-09-26T21:19:51Z,North Pole,89.9,0.0,Regulus,11.85793,353.34513,207.87992,11.95725
2037-10-16T20:44:42Z,Intl Date Line,20.0,179.9,Arcturus,36.01288,80.58626,145.6635,18.99111
2008-01-10T03:22:42Z,Southern Ocean,-55.0,-120.0,Nunki,7.99917,234.6157,76.06248,-26.28868
2009-02-16T18:23:36Z,South Pole,-89.9,0.0,Avior,59.58614,63.05951,234.3154,-59.54072
2003-07-02T04:08:31Z,Tokyo,35.6,139.7,Avior,-5.17862,177.95678,234.36658,-59.52041
2030-10-04T10:34:38Z,Cape Horn,-55.9,-67.2,Capella,-14.04744,342.4758,280.25015,46.02335
2038-05-03T20:32:18Z,Sydney,-33.87,151.21,Alphard,-47.28545,181.80652,217.63578,-8.82832
2041-07-25T22:41:18Z,Intl Date Line,20.0,179.9,Alnilam,61.36866,224.57896,275.42656,-1.17608
2017-07-31T05:38:58Z,Southern Ocean,-55.0,-120.0,Mars,-45.4922,231.84154,230.40183,19.61828
2003-07-24T04:37:03Z,Southern Ocean,-55.0,-120.0,Dubhe,-44.17018,318.89695,194.02377,61.73757
2017-02-26T10:17:34Z,Cape Horn,-55.9,-67.2,Kaus Aus.,58.98329,59.85156,83.67769,-34.37238
2045-11-09T17:49:51Z,Florence,43.77,11.25,Sirius,-42.69204,70.13164,258.2032,-16.77837
2005-05-05T02:27:46Z,Florence,43.77,11.25,Kaus Aus.,11.72007,175.88842,83.86595,-34.3835
2035-09-16T00:57:45Z,Mid-Atlantic,35.0,-40.0,Procyon,-38.70845,45.48903,244.71159,5.13076
2048-08-22T02:47:16Z,Singapore,1.35,103.82,Menkar,19.53231,274.06305,313.78669,4.28025
2004-12-14T09:50:18Z,Reykjavik,64.15,-21.95,Avior,-48.59313,229.6229,234.34108,-59.51937
2024-04-24T01:13:53Z,Southern Ocean,-55.0,-120.0,Hadar,41.45946,139.71877,148.60499,-60.49101
2012-08-25T17:07:36Z,Florence,43.77,11.25,Canopus,-66.20993,236.09524,263.94472,-52.70001
2040-12-28T08:01:42Z,Singapore,1.35,103.82,Miaplacidus,-21.43564,178.80635,221.58318,-69.8807
2014-09-03T02:27:33Z,Sydney,-33.87,151.21,Polaris,-34.281,359.34718,317.1657,89.32075
2034-11-17T23:03:04Z,Singapore,1.35,103.82,Menkar,-10.49645,274.54789,313.9685,4.22376
2013-12-14T22:38:12Z,Tokyo,35.6,139.7,Polaris,34.96586,359.72212,317.22288,89.32649
2014-02-07T17:12:25Z,Tokyo,35.6,139.7,Hadar,-10.3938,162.99344,148.78279,-60.43643
2023-10-27T16:31:37Z,Equator/Prime,0.0,0.0,Pollux,-59.37632,337.02291,243.3078,27.96823
2008-11-05T17:16:31Z,Equator/Prime,0.0,0.0,Betelgeuse,-53.82041,77.37899,271.08062,7.41096
2050-02-14T22:28:12Z,Sydney,-33.87,151.21,Alkaid,-11.5226,322.33921,152.6179,49.05866
2039-11-27T23:40:38Z,Equator/Prime,0.0,0.0,Peacock,-13.30544,210.91204,52.81709,-56.60816
2028-06-28T10:43:29Z,South Pole,-89.9,0.0,Dubhe,-61.59711,88.25225,193.63287,61.6
2034-12-02T07:04:11Z,Reykjavik,64.15,-21.95,Ankaa,-61.48986,305.25156,352.99896,-42.12011
2008-06-30T11:50:53Z,Intl Date Line,20.0,179.9,Alphecca,50.34737,288.04826,126.23123,26.68671
2022-11-23T17:43:33Z,Equator/Prime,0.0,0.0,Pollux,-48.58498,44.84664,243.32067,27.96991
2025-02-09T03:52:01Z,Intl Date Line,20.0,179.9,Atria,-30.66071,199.99626,107.17088,-69.06871
2048-05-23T02:46:17Z,North Pole,89.9,0.0,Elnath,28.54882,20.60769,277.66193,28.64241
2029-06-01T16:21:23Z,Tokyo,35.6,139.7,Alkaid,39.56881,307.99129,152.817,49.16781
2009-11-14T00:52:59Z,Cape Horn,-55.9,-67.2,Rigel,12.68262,85.87169,281.23827,-8.18821
2026-06-02T09:08:53Z,Singapore,1.35,103.82,Fomalhaut,-47.94134,224.87134,15.22035,-29.47917
2032-02-26T19:26:07Z,Tokyo,35.6,139.7,Procyon,-14.69692,287.55381,244.74571,5.13602
2046-01-27T03:26:29Z,Reykjavik,64.15,-21.95,Antares,-24.47554,100.72239,111.93976,-26.53092
2017-05-31T09:08:50Z,Tokyo,35.6,139.7,Gacrux,-4.66643,168.21938,171.95952,-57.21349
2031-04-03T05:51:27Z,Southern Ocean,-55.0,-120.0,Mars,24.8667,83.58974,130.53824,-16.6427
2023-12-11T03:27:22Z,North Pole,89.9,0.0,Sabik,-15.81354,53.52799,102.06942,-15.75408
2042-01-12T09:56:30Z,Equator/Prime,0.0,0.0,Zubenelg.,49.30244,244.64548,136.70154,-16.21402
2021-02-12T22:40:27Z,Singapore,1.35,103.82,Alioth,29.22224,339.26848,166.25798,55.84253
2002-07-19T06:11:01Z,Singapore,1.35,103.82,Achernar,-11.30066,211.47033,335.54945,-57.22031
2012-01-05T23:50:41Z,Mid-Atlantic,35.0,-40.0,Markab,19.75802,275.17349,13.65899,15.27263
2050-11-29T12:20:03Z,Reykjavik,64.15,-21.95,Venus,14.66444,209.20458,156.8316,-8.0642
2006-07-31T21:40:18Z,Sydney,-33.87,151.21,Antares,-29.65646,181.8556,112.54428,-26.44932
2017-03-19T03:38:43Z,North Pole,89.9,0.0,Regulus,11.89897,259.25879,207.67647,11.88031
2013-02-16T20:33:48Z,South Pole,-89.9,0.0,Sirius,16.83911,5.995,258.56203,-16.73966
2033-12-03T04:22:33Z,Equator/Prime,0.0,0.0,Enif,-76.87333,320.11101,33.53841,10.03529
2002-03-07T13:34:35Z,Florence,43.77,11.25,Capella,48.97011,65.37476,280.79363,46.00239
2009-11-16T22:05:30Z,Florence,43.77,11.25,Canopus,-18.29738,147.50412,263.94847,-52.69732
2041-11-17T22:12:44Z,Tokyo,35.6,139.7,Saturn,31.60562,132.95676,150.57068,-9.60325
2013-04-08T13:54:24Z,Southern Ocean,-55.0,-120.0,Alphecca,-2.89336,315.34214,126.18093,26.66817
2038-06-08T18:35:38Z,Cape Horn,-55.9,-67.2,Hadar,41.34242,140.30427,148.35402,-60.55791
2007-02-04T18:33:23Z,Cape Horn,-55.9,-67.2,Atria,49.6032,213.43959,107.65131,-69.03875
2031-05-17T21:52:03Z,Intl Date Line,20.0,179.9,Fomalhaut,28.19555,217.92497,15.15383,-29.45172
2047-01-03T13:30:37Z,Mid-Atlantic,35.0,-40.0,Polaris,34.52241,0.32979,303.9008,89.45094
2010-02-07T11:01:44Z,Cape Horn,-55.9,-67.2,Vega,-11.67718,33.30357,80.68333,38.78993
2038-04-13T00:10:19Z,Mid-Atlantic,35.0,-40.0,Gienah,33.74172,156.26225,175.55294,-17.75483
2040-08-17T01:45:40Z,Mid-Atlantic,35.0,-40.0,Nunki,23.26156,207.30436,75.55399,-26.24389
2027-07-09T00:31:05Z,Cape Horn,-55.9,-67.2,Sirius,-4.28522,231.22439,258.4139,-16.75362
2001-12-03T12:21:30Z,Southern Ocean,-55.0,-120.0,Aldebaran,-1.92621,296.6019,290.99106,16.51279
2000-03-09T22:18:16Z,Cape Horn,-55.9,-67.2,Avior,63.51106,118.8401,234.36366,-59.51381
2050-06-26T06:20:25Z,Southern Ocean,-55.0,-120.0,Sun,-53.06649,221.39332,264.68104,23.34073
2042-02-06T05:58:39Z,North Pole,89.9,0.0,Peacock,-56.58243,99.09265,52.77334,-56.59811
2017-07-06T07:58:33Z,Singapore,1.35,103.82,Hadar,11.58542,153.27467,148.72809,-60.45885
2013-05-15T23:06:16Z,Mid-Atlantic,35.0,-40.0,Betelgeuse,3.07535,276.88978,271.02795,7.40578
2040-02-29T01:55:15Z,Reykjavik,64.15,-21.95,Procyon,21.06132,234.86076,244.64853,5.11855
2038-08-15T16:26:50Z,Mid-Atlantic,35.0,-40.0,Miaplacidus,-17.50846,191.17806,221.61397,-69.87451
2025-01-22T08:10:06Z,North Pole,89.9,0.0,Enif,10.00295,98.09317,33.65162,9.98885
2034-05-02T16:16:40Z,Mid-Atlantic,35.0,-40.0,Zubenelg.,-63.02626,51.26555,136.79765,-16.18233
2004-02-07T20:44:36Z,Intl Date Line,20.0,179.9,Sirius,-77.26771,282.79745,258.66657,-16.72242
2048-04-25T13:39:48Z,Cape Horn,-55.9,-67.2,Alpheratz,4.25375,9.36518,357.27648,29.35519
2029-10-25T15:16:23Z,Reykjavik,64.15,-21.95,Alkaid,66.4176,246.98671,152.8276,49.16413
2000-01-14T12:23:48Z,Mid-Atlantic,35.0,-40.0,Alioth,41.58546,316.97393,166.49577,55.95643
2019-01-24T01:57:09Z,Equator/Prime,0.0,0.0,Menkar,-16.53186,274.34069,314.1825,4.16092
2031-06-19T10:19:31Z,Equator/Prime,0.0,0.0,Altair,-33.77222,280.79272,61.91192,8.95493
2027-09-02T16:13:23Z,South Pole,-89.9,0.0,Kaus Aus.,34.43372,51.62759,83.49004,-34.3716
2012-04-27T07:30:51Z,Reykjavik,64.15,-21.95,Alphard,-33.46994,341.4188,217.94667,-8.71738
2003-10-13T00:09:20Z,Reykjavik,64.15,-21.95,Avior,-64.10167,105.9051,234.35834,-59.51341
2028-05-14T08:27:08Z,Southern Ocean,-55.0,-120.0,Venus,-58.97718,213.75098,281.83376,27.13834
2033-07-30T18:46:27Z,Southern Ocean,-55.0,-120.0,Kaus Aus.,0.13789,168.70615,83.39212,-34.36337
2029-09-20T03:44:35Z,Intl Date Line,20.0,179.9,Bellatrix,-53.04693,312.87738,278.31231,6.37654
2035-10-07T08:06:41Z,Sydney,-33.87,151.21,Enif,33.28804,46.21322,33.51326,10.04381
2039-07-01T22:53:03Z,Equator/Prime,0.0,0.0,Denebola,4.50529,284.40016,182.23697,14.35468
2050-04-25T07:51:51Z,North Pole,89.9,0.0,Alkaid,49.00632,304.1952,152.61234,49.06245
2043-06-26T10:47:03Z,Tokyo,35.6,139.7,Antares,20.87028,149.40829,111.97501,-26.52729
2013-10-20T19:51:23Z,Sydney,-33.87,151.21,Sun,8.25631,97.27886,154.39046,-10.61226
2027-08-17T09:59:53Z,North Pole,89.9,0.0,Rasalhague,12.45751,31.46216,95.93859,12.5428
2044-06-12T09:03:14Z,Cape Horn,-55.9,-67.2,Elnath,-35.72151,90.51993,277.72877,28.64164
2027-07-27T18:30:15Z,Southern Ocean,-55.0,-120.0,Regulus,11.261,49.54329,207.54215,11.83245
2011-10-19T06:01:49Z,Equator/Prime,0.0,0.0,Alnilam,56.36393,267.84507,275.79074,-1.19346
2003-02-12T09:39:53Z,Intl Date Line,20.0,179.9,Enif,-41.21643,304.17339,33.92489,9.88577
2021-05-21T05:40:28Z,Equator/Prime,0.0,0.0,Canopus,-23.86278,150.45293,263.90275,-52.71058
2039-02-06T07:41:21Z,Mid-Atlantic,35.0,-40.0,Shaula,2.99159,140.7537,95.94366,-37.12673
2032-05-18T09:13:40Z,Intl Date Line,20.0,179.9,Alphecca,53.63783,71.96789,125.97788,26.60803
2008-04-15T22:26:40Z,North Pole,89.9,0.0,Enif,9.82815,34.95449,33.85291,9.9101
2012-12-01T06:56:51Z,Tokyo,35.6,139.7,Sun,4.72355,238.74208,112.18175,-21.87077
2046-07-01T11:27:02Z,South Pole,-89.9,0.0,Capella,-45.9417,348.60819,279.97027,46.03973
2007-06-09T05:43:43Z,Equator/Prime,0.0,0.0,Aldebaran,3.90003,73.43554,290.91724,16.52502
2046-02-08T14:34:24Z,Intl Date Line,20.0,179.9,Alnilam,-2.95798,269.82386,275.35517,-1.17662
2001-12-08T07:42:36Z,Singapore,1.35,103.82,Sun,42.95429,236.62801,104.90217,-22.73182
2043-07-04T16:01:09Z,Equator/Prime,0.0,0.0,Sabik,-5.17673,105.84327,101.77526,-15.77698
2050-06-16T11:13:58Z,Sydney,-33.87,151.21,Ankaa,-6.70081,152.96371,352.80809,-42.02743
2036-07-11T15:30:19Z,Florence,43.77,11.25,Vega,16.4041,51.46593,80.45116,38.82306
2025-10-18T15:31:10Z,South Pole,-89.9,0.0,Achernar,57.04772,124.64202,335.3178,-57.10447
2018-04-26T13:13:09Z,Mid-Atlantic,35.0,-40.0,Betelgeuse,15.48034,91.75604,270.96662,7.40608
2037-12-02T07:10:12Z,Southern Ocean,-55.0,-120.0,Bellatrix,25.75754,25.28344,278.20632,6.38028
2013-05-02T05:25:42Z,Singapore,1.35,103.82,Deneb,-2.59794,315.48844,49.52521,45.32527
2045-12-02T05:55:49Z,Reykjavik,64.15,-21.95,Alnair,-70.89877,328.87567,27.22142,-46.73968
2020-05-04T01:02:09Z,North Pole,89.9,0.0,Alphard,-8.75895,275.75813,217.85703,-8.7489
2050-02-26T20:46:01Z,Tokyo,35.6,139.7,Kaus Aus.,15.06097,155.69015,83.12316,-34.35293
2028-06-19T03:20:21Z,Cape Horn,-55.9,-67.2,Menkent,57.61846,290.32406,147.89977,-36.51338
2017-08-17T18:52:11Z,Intl Date Line,20.0,179.9,Moon,68.52968,88.27733,268.30844,19.22109
2042-01-26T07:36:36Z,Southern Ocean,-55.0,-120.0,Adhara,61.93111,331.64684,254.92557,-29.03181
2011-01-08T09:51:48Z,Equator/Prime,0.0,0.0,Vega,45.50494,26.62608,80.67696,38.79408
2032-12-07T22:02:08Z,Intl Date Line,20.0,179.9,Saturn,-26.97664,309.73612,264.52604,22.34561
2050-06-10T17:02:01Z,Intl Date Line,20.0,179.9,Mirfak,23.22829,43.00227,308.01229,50.03246
2037-01-24T21:40:08Z,South Pole,-89.9,0.0,Sun,18.87044,218.00126,52.39719,-18.95157
2008-08-11T04:27:00Z,North Pole,89.9,0.0,Pollux,28.00678,90.25005,243.54049,28.0063
2017-12-23T13:13:46Z,Intl Date Line,20.0,179.9,Polaris,20.2596,359.35587,316.04985,89.34178
2034-03-21T12:19:02Z,Florence,43.77,11.25,Venus,52.95405,174.92835,341.82287,6.82324
2028-02-04T05:59:05Z,Reykjavik,64.15,-21.95,Vega,39.52135,80.75843,80.53166,38.80746
2036-03-19T03:02:55Z,Reykjavik,64.15,-21.95,Rasalhague,22.81213,109.155,95.84698,12.53517
2014-02-23T07:29:13Z,South Pole,-89.9,0.0,Arcturus,-19.04312,308.68649,145.91917,19.10561
2041-10-14T06:01:10Z,Florence,43.77,11.25,Sirius,25.91586,204.53032,258.25517,-16.7708
2004-06-14T09:27:16Z,Reykjavik,64.15,-21.95,Rigil Kent,-81.47952,284.89454,140.02101,-60.85626
2040-01-22T20:35:53Z,South Pole,-89.9,0.0,Polaris,-89.33148,344.28518,307.63992,89.4271
2023-10-17T07:24:16Z,Mid-Atlantic,35.0,-40.0,Moon,-47.91811,83.60842,129.64319,-21.07824
2046-01-12T13:17:03Z,Intl Date Line,20.0,179.9,Altair,-58.26723,25.20541,61.74557,8.99158
2017-12-24T20:33:08Z,Mid-Atlantic,35.0,-40.0,Venus,-15.10895,251.47182,90.50838,-23.62809
2031-08-22T03:42:37Z,Reykjavik,64.15,-21.95,Altair,18.42979,251.8587,61.90995,8.95813
2025-08-26T00:07:33Z,Sydney,-33.87,151.21,Achernar,21.53461,214.68891,335.32289,-57.10129
